DATAFLOW,MEASURE,INDEX,SECTOR,INDUSTRY,TSEST,REGION,FREQUENCY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,BASE_PERIOD,OBS_STATUS,OBS_COMMENT
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2011-Q4,109,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2012-Q1,109.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2012-Q2,110.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2012-Q3,112.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2012-Q4,112.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2013-Q1,113.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2013-Q2,113.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2013-Q3,115.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2013-Q4,115.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2014-Q1,115.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2014-Q2,116.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2014-Q3,117.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2014-Q4,117.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2015-Q1,117.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2015-Q2,118.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2015-Q3,119.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2015-Q4,119.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2016-Q1,119.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2016-Q2,119.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2016-Q3,120.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2016-Q4,120.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2017-Q1,121.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2017-Q2,121.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2017-Q3,122.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2017-Q4,123.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2018-Q1,123.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2018-Q2,123.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2018-Q3,125.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2018-Q4,125.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2019-Q1,126,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,1,N,10,AUS,Q,2019-Q2,126.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1997-Q3,65.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1997-Q4,66.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1998-Q1,66.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1998-Q2,66.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1998-Q3,67.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1998-Q4,67.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1999-Q1,68.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1999-Q2,68.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1999-Q3,69.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,1999-Q4,70,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2000-Q1,70.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2000-Q2,70.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2000-Q3,71.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2000-Q4,72.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2001-Q1,72.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2001-Q2,73.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2001-Q3,74.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2001-Q4,74.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2002-Q1,75.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2002-Q2,76,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2002-Q3,76.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2002-Q4,77.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2003-Q1,77.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2003-Q2,78.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2003-Q3,79.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2003-Q4,80,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2004-Q1,80.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2004-Q2,80.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2004-Q3,82.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2004-Q4,83.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2005-Q1,84.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2005-Q2,85.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2005-Q3,86.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2005-Q4,86.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2006-Q1,88.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2006-Q2,89.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2006-Q3,90.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2006-Q4,91,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2007-Q1,92.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2007-Q2,93.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2007-Q3,94.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2007-Q4,94.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2008-Q1,96.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2008-Q2,97.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2008-Q3,98.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2008-Q4,98.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2009-Q1,100.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2009-Q2,101.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2009-Q3,102.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2009-Q4,103,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2010-Q1,104.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2010-Q2,105.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2010-Q3,105.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2010-Q4,106.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2011-Q1,108.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2011-Q2,109.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2011-Q3,110.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2011-Q4,110.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2012-Q1,111.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2012-Q2,112.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2012-Q3,113.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2012-Q4,114.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2013-Q1,115.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2013-Q2,115.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2013-Q3,116.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2013-Q4,116.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2014-Q1,118.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2014-Q2,118.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2014-Q3,119.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2014-Q4,119.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2015-Q1,120.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2015-Q2,121.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2015-Q3,121.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2015-Q4,121.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2016-Q1,122.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2016-Q2,123.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2016-Q3,124,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2016-Q4,124.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2017-Q1,125.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2017-Q2,125.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2017-Q3,126.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2017-Q4,127.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2018-Q1,128.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2018-Q2,128.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2018-Q3,129.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2018-Q4,129.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2019-Q1,130,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,6,Q,2019-Q2,130.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1997-Q3,66.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1997-Q4,66.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1998-Q1,66.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1998-Q2,67,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1998-Q3,68.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1998-Q4,68.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1999-Q1,69.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1999-Q2,69.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1999-Q3,69.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,1999-Q4,70,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2000-Q1,70.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2000-Q2,70.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2000-Q3,71.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2000-Q4,72.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2001-Q1,72.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2001-Q2,73,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2001-Q3,74.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2001-Q4,74.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2002-Q1,74.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2002-Q2,75.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2002-Q3,76.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2002-Q4,77.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2003-Q1,77.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2003-Q2,78.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2003-Q3,79.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2003-Q4,80.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2004-Q1,81.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2004-Q2,81.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2004-Q3,83,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2004-Q4,84.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2005-Q1,85.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2005-Q2,86.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2005-Q3,87.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2005-Q4,88.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2006-Q1,89.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2006-Q2,89.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2006-Q3,91.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2006-Q4,92,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2007-Q1,92.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2007-Q2,93.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2007-Q3,95.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2007-Q4,95.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2008-Q1,96.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2008-Q2,97.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2008-Q3,98.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2008-Q4,99.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2009-Q1,100.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2009-Q2,101.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2009-Q3,102.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2009-Q4,103.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2010-Q1,104.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2010-Q2,105,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2010-Q3,106.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2010-Q4,107.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2011-Q1,108.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2011-Q2,108.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2011-Q3,109.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2011-Q4,110.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2012-Q1,111.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2012-Q2,112.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2012-Q3,115.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2012-Q4,115.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2013-Q1,116,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2013-Q2,116.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2013-Q3,118.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2013-Q4,118.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2014-Q1,118.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2014-Q2,118.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2014-Q3,119.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2014-Q4,120,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2015-Q1,120.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2015-Q2,120.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2015-Q3,121,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2015-Q4,121.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2016-Q1,122.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2016-Q2,123,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2016-Q3,123.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2016-Q4,123.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2017-Q1,124.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2017-Q2,125,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2017-Q3,125.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2017-Q4,126.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2018-Q1,126.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2018-Q2,127.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2018-Q3,128,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2018-Q4,128.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2019-Q1,129.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,10,8,Q,2019-Q2,130,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1997-Q3,64.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1997-Q4,65.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1998-Q1,65.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1998-Q2,66.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1998-Q3,67,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1998-Q4,67.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1999-Q1,68.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1999-Q2,69,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1999-Q3,69.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,1999-Q4,69.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2000-Q1,70.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2000-Q2,70.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2000-Q3,71.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2000-Q4,72.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2001-Q1,72.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2001-Q2,73.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2001-Q3,74.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2001-Q4,74.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2002-Q1,75.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2002-Q2,75.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2002-Q3,76.5,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2002-Q4,77.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2003-Q1,78.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2003-Q2,79.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2003-Q3,80.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2003-Q4,80.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2004-Q1,81.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2004-Q2,82.3,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2004-Q3,83.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2004-Q4,84.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2005-Q1,85.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2005-Q2,86.2,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2005-Q3,87.1,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2005-Q4,88,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2006-Q1,88.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2006-Q2,89.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2006-Q3,90.9,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2006-Q4,91.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2007-Q1,92.8,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2007-Q2,93.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2007-Q3,94.7,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2007-Q4,95.6,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2008-Q1,96.4,IN,9,,
PT:DF_WPI(1.0.0),1,THRPEB,2,TOT,30,AUS,Q,2008-Q2,97.3,IN,9,,
